"R_peaks"
242,5864
243,2428
243,9312
244,6684
245,4748
246,2976
247,0772
247,8192
248,544
249,2584
249,9672
250,7028
251,3924
252,0916
252,8504
253,5976
254,3732
255,1508
255,8368
256,5044
257,1868
257,8776
258,626
259,2944
260,0724
260,9432
261,8124
262,6172
263,3964
264,1436
264,8816
265,6052
266,2988
266,9872
267,6536
268,3328
269,0728
269,8128
270,5444
271,22
271,9252
272,6576
273,398
274,1108
274,7812
275,4528
276,1388
276,82
277,468
278,0992
278,7436
279,4264
280,1892
280,9472
281,6648
282,3712
283,1104
283,8516
284,5976
285,282
285,944
286,6336
287,3692
288,1644
288,9596
289,6992
290,4276
291,1648
291,9308
292,72
293,4464
294,1508
294,8816
295,6528
296,3764
297,0404
297,6984
298,348
299,0112
299,7276
300,4832
301,182
301,9216
302,6312
303,3076
303,942
304,5592
305,1768
305,7824
306,3732
306,9708
307,5932
308,3216
309,0896
309,8116
310,4776
311,1676
311,874
312,6032
313,3228
314,0192
314,69
315,3996
316,118
316,8256
317,5668
318,2508
318,9388
319,6288
320,3196
321,0488
321,7984
322,4668
323,1392
323,8248
324,5472
325,2876
325,9596
326,6116
327,2832
327,9776
328,7824
329,62
330,3924
331,188
331,9696
332,7456
333,5048
334,2312
334,906
335,5904
336,272
336,996
337,696
338,4252
339,1756
339,986
340,7956
341,5556
342,2908
343,0128
343,7156
344,4116
345,0984
345,7692
346,5088
347,218
347,998
348,7168
349,3764
350,0404
350,7216
351,43
352,0964
352,7416
353,3928
354,0688
354,834
355,6312
356,364
357,0288
357,7008
358,372
359,0784
359,742
360,3984
361,1004
361,8896
362,6652
363,4268
364,1256
364,8156
365,552
366,3184
367,1012
367,806
368,512
369,268
370,0132
370,774
371,5272
372,2636
373,0104
373,8064
374,56
375,2872
375,986
376,702
377,456
378,208
378,9208
379,6064
380,2992
381,0112
381,7796
382,5516
383,2644
383,9368
384,6172
385,3332
386,1088
386,8548
387,5504
388,2276
388,9564
389,726
390,5036
391,2452
391,9496
392,6784
393,3896
394,1252
394,8264
395,548
396,2588
397,0056
397,716
398,4216
399,1088
399,7944
400,468
401,166
401,9136
402,6288
403,3108
404,0308
404,8384
405,6052
406,3192
406,988
407,6504
408,3172
408,962
409,5764
410,1772
410,7664
411,3504
411,9456
412,5284
413,1112
413,7044
414,322
415,0324
415,692
416,3412
416,9384
417,5336
418,1268
418,7472
419,5588
420,3376
421,082
421,8048
422,4848
423,1468
423,838
424,5104
425,1716
425,8
